ID,IN,OUT,soc,cap
8952,60,70,54.23,60
84015,48,80,32.08,60
35261,29,65,40.57,60
92545,77,89,32.71,60
22693,37,43,55.97,60
105743,38,44,53.74,60
137444,40,51,39.58,60
92333,26,63,45.77,60
65032,24,66,5.63,60
72055,38,70,29.63,60
72187,53,71,16.37,60
75315,33,59,51.75,60
92987,48,66,27.06,60
44463,46,54,57.13,60
92377,29,67,50.42,60
35075,31,63,24.01,60
35158,22,67,47.66,60
12266,41,52,17.61,60
108027,44,63,24.62,60
93624,32,69,45.98,60
63898,27,69,12.25,60
71165,44,77,13.14,60
87061,56,73,18.04,60
146042,56,65,37.26,60
128139,34,62,58.21,60
2016,28,81,43.92,60
105290,30,67,30.33,60
148122,44,86,44.08,60
147312,35,61,22.38,60
36621,31,35,45.74,60
152152,26,71,21.43,60
20288,44,62,47.45,60
43664,30,78,22.7,60
67385,72,85,55.73,60
45751,36,80,28.55,60
71445,50,84,13.49,60
10499,32,70,28.4,60
3628,65,76,21.2,60
41937,39,68,36.2,60
71913,27,76,22.42,60
4367,39,59,32.08,60
117882,40,93,14.37,60
43903,38,69,44.45,60
104893,34,78,30.07,60
71934,33,67,7.72,60
86605,32,43,12.85,60
101642,34,77,41.48,60
78394,50,78,21.27,60
21010,31,64,48.45,60
74735,34,58,45.51,60
149241,72,79,42.83,60
133314,26,71,26.65,60
43294,34,51,46.58,60
130558,25,85,56.08,60
109726,40,74,11.71,60
99744,32,67,57.01,60
61345,31,71,29.49,60
100600,37,67,20.22,60
7796,22,33,20.27,60
104309,28,68,44.4,60
72347,55,66,33.02,60
68673,64,71,30.85,60
151406,41,53,12.08,60
108277,29,88,53.29,60
94733,25,84,38.83,60
81488,40,69,57.58,60
45111,37,73,41.69,60
59176,30,70,22.54,60
114580,34,91,28.83,60
85458,41,55,50.4,60
143069,29,72,40.79,60
97280,42,73,19.62,60
8761,33,70,53.67,60
5116,38,64,24.36,60
133164,37,61,38.56,60
109065,41,60,20.24,60
123553,33,67,15.5,60
44243,29,88,44.62,60
86981,40,49,36.34,60
82962,27,61,37.59,60
68478,42,58,34.85,60
96742,33,80,48.23,60
27199,48,58,46.86,60
107352,32,70,32.12,60
104886,34,81,8.75,60
127215,35,89,41.78,60
21399,38,70,37.82,60
66587,40,76,18.8,60
96391,39,48,46.89,60
43779,37,74,16.9,60
32805,34,69,27.27,60
139237,33,82,45.85,60
133691,32,65,47.39,60
89905,54,71,39.8,60
84575,40,61,42.46,60
93968,36,78,55.85,60
74289,35,51,53.7,60
128374,38,66,21.45,60
109096,31,33,50.87,60
6759,66,74,25.28,60
3924,43,62,24.61,60
90219,34,82,9.98,60
44552,40,64,30.56,60
46378,53,60,39.98,60
75183,33,76,15.92,60
122667,30,90,57.98,60
40205,58,78,6.95,60
94936,37,66,27.62,60
26396,42,85,9.31,60
53233,50,76,39.08,60
2270,44,82,24.76,60
8171,40,68,15.98,60
63488,30,75,54.01,60
129957,39,86,12.87,60
138603,30,77,48.13,60
98980,23,44,41.6,60
85598,31,69,11.79,60
71593,21,78,48.57,60
84806,31,40,28.73,60
48148,42,63,39.72,60
51238,22,74,14.71,60
76733,24,52,42.31,60
26588,38,85,10.78,60
60405,73,75,52.19,60
87213,40,88,17.73,60
8238,46,77,28.01,60
101622,30,69,34.34,60
39472,42,48,48.64,60
107659,42,77,25.38,60
9553,24,70,31.89,60
25970,37,47,33.65,60
115017,43,73,13.94,60
109072,22,74,46.23,60
4192,38,44,34.4,60
1226,29,71,15.35,60
93100,36,56,27.34,60
78682,32,87,11.58,60
42386,40,52,35.87,60
112919,33,48,51.34,60
1461,32,85,38.11,60
150285,32,70,25.19,60
45873,27,82,56.45,60
37131,75,83,36.54,60
12303,60,82,32.15,60
32701,39,60,38.71,60
106523,45,71,20.37,60
76210,30,47,8.35,60
55493,36,78,31.71,60
11749,38,55,50.4,60
78911,28,64,45.88,60
83641,26,72,8.16,60
94484,26,90,17.55,60
32041,30,60,20.81,60
71487,55,81,37.69,60
99434,38,69,35.12,60
106711,34,62,56.31,60
438,44,93,30.68,60
71146,52,76,11.93,60
94129,46,61,22.22,60
90619,42,55,51.11,60
60195,40,84,43.49,60
27261,56,68,22.32,60
155106,41,76,36.3,60
131477,30,77,43.33,60
149298,24,67,37.65,60
29653,46,63,37.61,60
103712,54,75,27.15,60
152688,42,50,35.31,60
66200,63,88,18.36,60
36914,40,62,11.09,60
78283,48,71,46.38,60
54156,28,73,14.6,60
76957,48,63,40.62,60
68228,31,73,23.31,60
129823,52,82,48.3,60
744,42,81,15.92,60
151074,35,64,27.54,60
137551,42,74,27.28,60
135783,32,78,43.48,60
60771,36,74,24.24,60
33554,28,62,33.27,60
22671,46,59,47.5,60
85070,36,61,15.75,60
127049,32,70,53,60
100837,26,78,49.61,60
97103,30,66,29.7,60
79133,41,63,44.6,60
145947,38,75,45.72,60
93001,28,77,23.1,60
149764,30,68,15.77,60
46256,30,90,45.38,60
129709,28,69,28.44,60
127316,30,75,39.62,60
137855,72,79,27.99,60
2684,34,60,30.91,60
103346,32,65,42.95,60
121987,41,66,36.32,60
69339,70,73,45.08,60
11473,25,80,25.24,60
79289,30,70,34.49,60
23767,33,45,52.46,60
63420,48,75,3.54,60
31142,30,76,27.59,60
39580,36,54,12.46,60
144630,37,57,14.84,60
108125,40,69,45.57,60
46399,30,72,42.42,60
11033,27,52,12.19,60
22304,29,72,39.77,60
24556,40,68,44.84,60
83233,42,86,32.42,60
152584,38,93,54.68,60
104756,42,75,41.15,60
65475,60,91,47.44,60
144874,25,55,22.6,60
125262,33,75,10.62,60
148567,28,70,53,60
80142,33,70,55.98,60
95668,26,63,15.21,60
121335,29,70,23.08,60
15703,35,71,29.97,60
114446,52,57,57.93,60
74083,22,80,2.08,60
41180,33,77,12.72,60
4536,68,77,32.08,60
101265,24,83,57.5,60
104247,44,50,39.33,60
154469,60,75,43.28,60
17115,30,70,9.81,60
24403,38,72,37.02,60
152170,48,77,34.23,60
89275,28,78,46.14,60
67210,35,86,31.01,60
76527,41,63,44.25,60
67599,26,71,32.08,60
118478,44,54,28.82,60
143235,47,62,13.12,60
28653,20,72,10.67,60
78470,64,76,10.4,60
98077,30,65,15.99,60
92517,22,46,44.87,60
76111,46,80,44.99,60
50029,42,54,13.02,60
31850,30,70,30.79,60
150264,24,73,22.3,60
14469,40,62,35.11,60
134882,48,63,53.73,60
42330,20,39,59.1,60
6281,30,67,44.75,60
70639,31,76,53.17,60
42904,38,71,34.83,60
24251,31,72,51.61,60
91036,44,50,36.88,60
129653,46,53,50.66,60
45063,31,72,36.04,60
18701,30,75,18.42,60
11090,32,82,26.18,60
82897,23,60,38.57,60
125744,30,70,34.49,60
151263,29,73,41.89,60
111787,36,62,24.18,60
48667,51,54,50.79,60
18721,54,60,47.49,60
13905,35,39,56.2,60
106996,26,68,30.62,60
33995,26,88,28.54,60
109922,24,66,22.1,60
105291,59,92,9.22,60
72999,27,71,44.77,60
135915,61,73,43.64,60
64623,31,73,33.95,60
38995,37,42,44,60
153139,44,58,30.42,60
112846,29,78,13.17,60
142785,38,62,42.3,60
30609,25,70,41.85,60
68671,50,68,53.19,60
131932,40,50,46.14,60
119146,28,67,41.04,60
32882,48,88,13.37,60
102181,29,40,53.21,60
151663,49,53,49.33,60
7349,38,73,41.75,60
72861,32,80,14.05,60
39157,49,91,25.79,60
126942,73,81,26.21,60
135881,69,86,30.96,60
39560,30,80,20.06,60
116310,50,82,36.06,60
19071,51,77,39.11,60
51645,23,62,33.16,60
148774,79,91,26.2,60
119118,34,47,21.2,60
53666,26,75,38.51,60
109300,29,68,38.64,60
102322,44,87,11.29,60
124335,28,59,43.68,60
87214,49,60,33.22,60
146112,46,55,48.48,60
90652,36,70,38.93,60
16120,42,57,43.91,60
34703,44,64,46.65,60
126814,36,74,19.86,60
144248,56,84,40.6,60
132104,24,67,52.56,60
141958,29,90,50.91,60
106544,25,79,28.01,60
16256,32,45,29.31,60
48321,24,66,42.29,60
88516,22,72,45.06,60
91390,31,73,24.34,60
8428,34,64,47.52,60
138211,62,79,43.67,60
4045,29,59,27.19,60
60136,65,74,37.63,60
30914,32,66,34.3,60
41937,39,68,56.23,60
134570,34,65,11.52,60
84629,40,49,45.64,60
96873,39,58,20.73,60
139519,22,70,30.98,60
17102,48,92,19.22,60
1590,26,72,34.99,60
63658,32,55,42.17,60
80473,69,82,35.53,60
89627,44,56,11.81,60
83505,32,46,51.41,60
96061,52,72,28.12,60
99719,38,85,13.54,60
73522,28,35,57.19,60
131182,41,54,51.22,60
65379,39,95,26.55,60
111431,42,59,34.73,60
108225,42,55,30.92,60
55425,75,78,55.88,60
87507,34,73,38.57,60
4803,23,64,13.11,60
106939,31,82,56.36,60
28699,54,65,31.72,60
12762,32,67,42.76,60
22857,32,72,22.48,60
153854,42,49,25.6,60
116095,27,62,43.57,60
18675,38,70,18.34,60
47089,32,92,36.3,60
84861,31,67,15.99,60
138064,36,76,30.22,60
81810,30,69,17.43,60
77871,30,72,29.87,60
31924,48,72,46.55,60
16865,38,88,21.2,60
11057,39,76,44.71,60
152576,31,81,20.99,60
61129,21,67,46.44,60
68046,26,72,14.87,60
112234,34,88,26.07,60
32845,29,69,21.78,60
6865,32,72,4,60
41289,32,70,36.17,60
91695,38,82,48.97,60
103701,30,71,22.78,60
117283,32,47,33.46,60
45955,51,76,18.7,60
26211,40,80,12.63,60
17055,39,68,21.07,60
153541,37,74,35.77,60
53828,36,44,53.48,60
121998,40,75,23.22,60
55345,30,65,33.81,60
3461,37,50,38.07,60
89556,52,90,33.17,60
107798,35,67,29.9,60
135387,34,70,46.04,60
11442,40,66,56.61,60
151728,37,48,32.1,60
109103,23,57,11.28,60
61646,34,82,18.24,60
45519,20,46,48.79,60
62115,50,64,44.61,60
134263,43,62,51.77,60
38573,25,58,18.26,60
90210,39,55,23.92,60
73532,34,79,55.46,60
70375,57,59,55.56,60
85019,31,70,20.18,60
117856,55,89,22.47,60
17677,29,69,32.65,60
83440,27,87,30.55,60
135948,32,62,20.15,60
61925,34,85,55.44,60
107342,72,88,18.6,60
60561,29,91,41.58,60
47499,29,58,43.38,60
116475,34,82,15.54,60
33503,27,65,12.56,60
48763,24,72,22.26,60
74598,32,39,54.27,60
2685,36,80,7.87,60
49126,23,71,20.21,60
44638,28,80,45.07,60
56033,30,72,8.67,60
102199,51,63,1.09,60
145597,78,86,39.37,60
82842,33,56,20.33,60
85544,72,88,19.76,60
102241,52,77,21.23,60
122551,35,74,12.9,60
83019,28,82,28.35,60
16837,42,61,25.71,60
111056,64,67,51.93,60
142548,40,68,49.14,60
73735,44,53,54.01,60
92399,28,60,56.92,60
40135,31,75,46.81,60
39736,37,76,11.03,60
99946,36,73,20.38,60
31682,22,76,56.11,60
43946,28,85,10.52,60
66274,41,76,47.44,60
71055,65,68,45.82,60
49191,31,70,44.24,60
125272,48,69,44.03,60
50137,31,51,18.47,60
89168,41,47,35.12,60
131745,30,73,36.3,60
90206,32,65,23.81,60
105854,26,34,34.07,60
64776,31,67,43.59,60
102959,28,46,48.71,60
54543,52,63,20.73,60
13729,30,62,24.53,60
72088,34,65,48.45,60
34363,56,72,38.85,60
146879,38,63,28.29,60
11056,42,59,20.58,60
65277,24,60,51.74,60
63897,24,69,43.61,60
95288,39,58,48.17,60
58910,47,64,24.25,60
59928,30,55,6.3,60
110398,42,61,17.32,60
50623,30,74,47.66,60
125927,30,71,38.67,60
155304,30,54,55.13,60
131038,29,67,7.8,60
9650,36,71,15.82,60
14175,37,46,43.65,60
105115,35,89,52,60
74265,44,48,55.77,60
41983,40,56,12.15,60
69356,32,72,33.39,60
69460,28,94,23.54,60
76024,56,58,51.2,60
149989,55,73,46.15,60
54773,36,74,46.32,60
102856,34,45,7.17,60
86920,40,67,14.79,60
22887,55,94,45.15,60
14171,60,83,47.37,60
48164,32,76,9.17,60
83058,41,66,42.47,60
121982,42,74,4.76,60
151455,26,60,44.64,60
83416,27,67,18.24,60
37867,40,70,53.8,60
108248,36,45,24.12,60
136386,27,68,14.31,60
12356,22,59,10.72,60
90705,33,46,49.89,60
137116,26,62,34.69,60
83334,46,64,30.69,60
70266,48,83,15.19,60
130242,28,74,40.88,60
46194,40,77,9.33,60
50992,84,95,52.31,60
68160,30,70,41.73,60
79825,54,74,37.81,60
35818,29,67,23.2,60
77534,26,59,16.03,60
109516,37,81,23.49,60
73635,46,53,25.91,60
105138,32,90,33.93,60
55907,46,68,30.81,60
102949,25,66,46.8,60
51079,52,76,39.74,60
73006,31,76,31.33,60
68167,52,59,40.76,60
84516,36,38,50.15,60
10517,26,73,38.94,60
144084,26,76,39.32,60
148281,39,46,49.85,60
125449,38,69,29.9,60
37044,34,72,44.92,60
140532,32,70,30.19,60
64511,17,30,24.42,60
82370,33,76,38.11,60
116500,28,89,14.62,60
72710,29,71,39.28,60
75695,46,79,18.77,60
80747,29,39,17.31,60
9175,28,47,51.22,60
61052,30,71,40.41,60
32404,50,68,21.92,60
70261,52,57,55.13,60
146731,55,79,44.21,60
52599,30,80,51.74,60
128118,35,46,11.62,60
746,32,72,15.86,60
59348,28,71,28.29,60
16669,39,58,20.69,60
136952,32,69,38.39,60
32844,19,75,28.61,60
94746,34,62,42.52,60
133237,38,46,52.47,60
88745,31,68,32.24,60
29696,34,46,38.14,60
135281,67,77,12.46,60
79423,29,68,14.74,60
137908,49,54,41.55,60
68431,28,86,20.21,60
58704,44,71,17.48,60
106646,32,65,21.06,60
138750,25,80,56.71,60
64565,52,66,11.54,60
136046,37,64,35.55,60
113366,60,77,50.4,60
150742,40,48,45.1,60
38322,31,68,46.16,60
19896,32,75,40.28,60
101013,62,86,34.6,60
108850,46,59,50.52,60
138118,34,70,37.52,60
113458,46,56,16.34,60
103499,35,88,31.32,60
55198,60,86,15.26,60
100869,41,64,17.83,60
40585,31,85,8.81,60
37921,28,30,53.94,60
35734,38,49,32.5,60
13500,33,75,58,60
52635,24,66,34.32,60
129506,34,63,21.74,60
48261,34,70,45.98,60
12832,27,77,38.98,60
87425,22,60,17.94,60
21312,24,67,41.46,60
13394,49,72,36.32,60
143358,54,61,25.27,60
41550,23,71,19.53,60
118729,25,71,55.28,60
117754,59,83,54.42,60
10895,33,76,17.91,60
53791,30,58,32.68,60
125879,34,62,22.15,60
134911,36,86,54.12,60
77694,68,78,23.52,60
90916,37,49,15.95,60
96804,42,54,15.95,60
120186,47,65,55.04,60
79150,72,89,21.35,60
134741,50,54,57.66,60
42699,37,61,23.85,60
49030,53,74,46.44,60
122684,72,82,55.18,60
73912,44,50,55.06,60
75347,35,66,20.63,60
32362,41,49,25.84,60
141124,34,47,15.23,60
45879,36,68,51.54,60
143836,46,67,28.5,60
38868,44,58,13.09,60
20527,32,51,34.32,60
37047,54,73,13.26,60
55428,54,62,43.58,60
155095,34,45,33.56,60
82650,28,66,16.3,60
67828,33,77,55.69,60
93992,42,86,52.95,60
13662,34,64,35.19,60
141239,36,77,19.05,60
76656,44,59,48.98,60
2962,41,75,52.71,60
114377,19,70,37.1,60
56016,22,80,27.27,60
41055,36,74,18.57,60
19269,32,75,51.95,60
6913,22,87,28.58,60
23733,30,78,54.27,60
84004,54,60,39.33,60
68321,44,61,44.98,60
151448,34,41,33.1,60
96629,64,92,50.57,60
92212,66,73,33.43,60
144874,25,55,16.02,60
41229,24,74,42.94,60
20641,33,74,49.93,60
6862,48,55,34.72,60
2401,56,72,56.9,60
45337,37,55,33.54,60
143086,49,56,48.2,60
135163,47,59,36.03,60
64901,34,52,10.77,60
136375,34,66,23.29,60
116194,30,56,41.83,60
154614,27,74,53.31,60
58954,56,68,40.19,60
127446,39,82,44.77,60
125367,31,82,4.39,60
109434,62,74,15.64,60
64531,30,92,41.88,60
147532,63,73,46.03,60
100117,38,69,7.88,60
41071,36,70,27.41,60
26848,68,78,17.03,60
15953,40,81,44.32,60
122183,34,64,50.61,60
58482,32,71,31.42,60
65674,52,90,50.12,60
59883,64,75,35.93,60
64524,56,63,34.94,60
115309,29,70,5.08,60
21983,64,80,48.56,60
51910,30,65,22.28,60
4562,52,67,7.04,60
114396,35,41,43.18,60
112983,33,39,37.55,60
9310,40,82,49.8,60
1542,40,45,41.63,60
49112,28,75,16,60
108488,58,65,50.42,60
111025,27,68,33.88,60
113085,50,66,26.75,60
98626,27,73,16.27,60
34688,40,45,43.99,60
22010,24,88,33.65,60
4018,30,34,48.82,60
70379,22,62,57.59,60
383,35,85,34.15,60
18811,70,88,19.17,60
129539,27,72,45.41,60
110553,30,73,35.92,60
69812,74,83,50.61,60
80127,30,73,15.58,60
132430,38,56,26.54,60
123427,32,70,25.3,60
52404,31,86,11.77,60
118634,27,70,58.36,60
3317,26,82,27.33,60
43055,38,90,17.08,60
145090,36,70,45.06,60
58501,43,79,56.43,60
138097,24,84,37.8,60
30338,44,73,54.59,60
67860,35,88,12.06,60
81442,38,83,43.65,60
68912,33,58,56.74,60
61008,30,74,9.25,60
82080,29,67,38.1,60
92972,30,74,40.97,60
119052,29,63,35.38,60
26487,36,61,44.4,60
143518,33,86,23.98,60
6902,30,64,26.49,60
99360,28,73,50.48,60
62700,38,80,22.1,60
35648,32,78,17.36,60
71625,32,67,36.87,60
12616,38,81,51.08,60
148203,47,73,23.04,60
18972,46,74,34.41,60
2989,31,51,23.73,60
71820,30,68,17.4,60
29342,34,49,40.05,60
75130,34,78,16.23,60
131936,46,91,40.94,60
64769,28,71,42.25,60
132651,60,84,32.06,60
72934,34,73,30,60
42681,24,65,19.95,60
121984,30,51,38.51,60
64304,36,69,19.64,60
78946,58,94,24.35,60
77359,40,46,38.06,60
20351,38,71,13.84,60
135837,32,66,43.69,60
148424,34,90,11.79,60
141400,25,63,9.73,60
114893,24,61,25.69,60
64704,30,72,22.66,60
148097,26,65,16.31,60
17241,50,68,12.23,60
67473,37,59,18.92,60
133019,55,69,30.12,60
46333,33,60,55.21,60
120372,33,54,36.78,60
30587,32,71,11.28,60
51244,40,77,13.26,60
60838,59,74,25.36,60
78070,17,61,51.65,60
22769,59,80,34.74,60
23436,30,67,48.17,60
33088,31,78,50.86,60
53986,38,75,42.56,60
38945,42,65,11.62,60
4872,38,89,25.33,60
33446,52,65,51.33,60
91289,55,76,50.17,60
117474,28,66,41.42,60
105681,48,88,25.21,60
18277,45,82,11.6,60
104391,47,89,37.63,60
64664,26,82,38.95,60
132332,47,54,28.8,60
41124,28,77,34.59,60
47845,38,63,29.02,60
33489,56,95,23.83,60
123737,45,57,45.93,60
121797,32,79,21.08,60
28807,40,53,17.7,60
21251,46,54,24.81,60
109916,30,72,14.45,60
138229,42,50,48.37,60
45667,29,60,47.35,60
10533,49,56,48.58,60
34710,41,51,36.69,60
28035,30,84,18.52,60
104618,20,69,42.95,60
99387,58,71,55.85,60
36936,29,75,47.22,60
75261,38,48,14.72,60
17000,36,75,21.22,60
110653,26,72,22.87,60
125723,36,90,13.14,60
70696,36,50,38.95,60
64165,42,64,28.5,60
11106,25,53,22.37,60
84772,50,81,7.45,60
151346,44,71,48.78,60
143613,26,62,13.86,60
29326,33,57,53.95,60
44885,40,63,22.84,60
22498,47,81,33.62,60
11681,44,62,35.24,60
128421,21,70,40.99,60
92865,29,70,26.89,60
64915,47,52,47.31,60
94096,32,71,18.11,60
141459,58,73,50.51,60
45372,28,84,46.55,60
140807,51,70,50.7,60
41283,30,69,14.31,60
53845,37,74,16.61,60
1231,28,70,26.26,60
97532,33,73,53.92,60
75553,33,44,10.6,60
140798,30,72,33.69,60
102801,23,63,14.34,60
104933,26,50,16.01,60
20909,73,79,40.06,60
154955,37,60,43.3,60
119318,36,77,17.49,60
54356,44,65,54.51,60
86577,44,92,42.08,60
5431,33,54,23.58,60
31685,51,88,20.11,60
61689,24,58,55.01,60
254,22,66,52.22,60
134579,54,92,27.01,60
70347,66,83,19.82,60
125690,61,71,53.79,60
12145,24,67,56.28,60
133377,32,75,52.16,60
125931,20,82,24.33,60
116750,17,68,38.57,60
61904,40,66,44.76,60
102270,35,73,55.68,60
58031,52,79,44.23,60
58655,49,86,34.86,60
132182,69,74,44.37,60
31299,27,71,44.99,60
118072,48,91,25.81,60
97907,66,90,53.56,60
38138,50,61,46.9,60
122194,46,56,32.46,60
99073,24,67,44.8,60
138443,60,90,49.32,60
112076,28,53,28.15,60
151897,38,50,41.53,60
86938,32,55,29.2,60
6151,26,41,19.92,60
82106,26,63,35.06,60
2001,57,64,30.01,60
71254,47,82,47.4,60
49312,26,61,53.71,60
66098,30,59,48.75,60
93741,36,73,26.65,60
87999,32,72,52.4,60
126072,25,72,38.89,60
86708,28,59,35.37,60
105016,38,56,41.94,60
54410,36,53,14.64,60
143636,38,63,40.23,60
54107,29,73,11.4,60
46827,37,63,34.26,60
80404,18,91,10.8,60
144937,17,80,48.75,60
92424,50,81,38.59,60
154326,22,66,27.77,60
40302,27,67,51.48,60
50823,36,72,10.12,60
38181,18,79,8.52,60
101405,44,62,17,60
6174,22,71,54.01,60
9405,26,46,23.06,60
75899,39,49,38.71,60
38727,29,73,52.2,60
122431,34,62,47.04,60
75340,27,71,20.4,60
22126,44,89,16.93,60
42939,36,56,49.93,60
112382,48,58,37.9,60
29798,32,76,31.94,60
125868,38,62,49.73,60
93740,35,46,11.2,60
51834,32,62,44.67,60
30852,40,67,43.18,60
58146,37,75,26.86,60
50498,20,84,6.38,60
134798,27,71,55.07,60
137008,27,72,20.5,60
38145,26,67,39.72,60
65750,33,64,44.04,60
136349,34,61,48.07,60
67328,59,77,17.06,60
6824,44,58,53.47,60
10402,39,63,39.73,60
26427,32,46,46.95,60
78028,46,50,40.33,60
77684,36,50,28.08,60
50380,32,63,15.58,60
93955,40,54,28.36,60
143304,28,58,28.94,60
4090,30,70,53.27,60
46356,42,60,8.86,60
79452,31,84,30.83,60
31585,24,67,23.65,60
102658,54,71,36.99,60
119370,28,73,21.06,60
44973,24,71,17.87,60
108779,30,70,29.74,60
6753,33,69,42.34,60
36929,31,58,51.53,60
41095,30,65,42.41,60
134809,31,55,44.23,60
68839,43,58,44.72,60
10929,36,69,41.65,60
143081,33,79,9.94,60
68927,25,64,53.21,60
145046,36,73,57.21,60
6226,32,78,50.27,60
5241,40,76,54.21,60
111523,29,53,28.59,60
53918,26,68,40.28,60
26205,42,65,33.54,60
153505,34,77,45.6,60
35567,26,76,27.23,60
59120,29,68,26.07,60
108342,34,72,14.45,60
88799,34,83,7.51,60
56053,56,84,28.38,60
77587,25,70,32.2,60
116570,36,59,36.23,60
27292,31,69,33.94,60
75872,42,74,21.18,60
114885,46,60,37.36,60
132974,32,71,11.28,60
76545,42,67,29.52,60
146400,18,23,35.02,60
67557,62,75,13.57,60
54915,33,71,28.81,60
117877,28,61,33.95,60
104775,56,68,41.46,60
2326,30,64,26.13,60
28943,17,69,16.6,60
26969,24,79,17.91,60
2523,27,80,13.22,60
79257,39,68,36.71,60
31174,52,66,10.17,60
116206,28,67,16.91,60
75448,49,80,55.43,60
55024,36,54,18.42,60
9204,26,78,47.03,60
104684,38,66,20.25,60
13213,32,68,22.65,60
51013,77,88,21.6,60
67798,35,59,21.42,60
111024,40,87,21.51,60
34623,46,72,22.22,60
81106,26,80,49.22,60
136073,28,77,39.87,60
73286,48,65,39.06,60
133361,19,66,41.15,60
22427,32,77,17.9,60
139867,27,68,28.02,60
133497,46,58,22.06,60
74109,36,68,36.32,60
107885,17,65,26.36,60
133966,22,70,4.91,60
132185,44,55,46.12,60
142633,29,50,24.86,60
106044,49,90,14.01,60
53454,22,74,33.17,60
126822,52,85,28.08,60
56517,24,64,18.35,60
36824,30,70,39.6,60
115792,28,71,47.09,60
5180,30,74,45.11,60
65332,64,89,22.97,60
65900,54,68,50.36,60
140552,52,65,57.19,60
128292,38,68,54.01,60
25164,42,80,41.51,60
64784,37,49,47.14,60
119710,36,70,39.79,60
42558,23,93,14.15,60
35155,37,70,52.42,60
34753,39,48,51.4,60
44377,30,52,45.48,60
106136,28,70,29.44,60
35723,49,73,33.17,60
62563,30,67,1.54,60
63594,16,73,53.6,60
10464,35,79,28.52,60
155128,50,63,44.1,60
97180,43,58,53.66,60
52836,36,55,40.09,60
119668,28,66,36.14,60
58127,28,74,30.81,60
6830,46,56,30.08,60
74439,30,77,5.71,60
3632,32,64,7.36,60
45329,41,60,39.98,60
88362,37,61,33.4,60
90581,34,93,23.21,60
119499,49,67,50.6,60
84188,40,61,37.7,60
27728,17,60,32.11,60
58934,36,60,8.9,60
7257,32,37,49.05,60
6862,48,55,42.65,60
105143,48,68,40.86,60
50352,36,39,45.55,60
140348,56,65,55.19,60
480,36,62,25.75,60
15436,28,64,29.86,60
139959,58,88,15.94,60
72366,44,86,50.23,60
30568,26,72,37.8,60
110923,38,86,34.77,60
25686,42,70,51.81,60
119050,23,73,48.86,60
54706,40,85,15.12,60
64456,32,68,42.73,60
16284,39,61,39.45,60
55286,31,73,16.31,60
56386,62,81,50.65,60
133887,30,78,52.72,60
85566,67,90,18.82,60
4631,38,73,23.9,60
138443,60,90,12.5,60
83158,39,81,48.13,60
30616,34,72,19.06,60
15441,32,56,40.33,60
11882,28,78,26.43,60
55567,26,67,24.02,60
110553,30,73,16.18,60
60952,62,79,20.12,60
126470,41,60,12.54,60
117297,24,66,54.13,60
25943,62,70,51.29,60
123899,37,73,40.85,60
12839,22,68,36.89,60
111525,34,92,55.04,60
109860,32,82,18.34,60
30116,22,81,31.45,60
63331,28,71,53.23,60
120958,68,71,50.6,60
6025,36,91,49.37,60
87419,38,64,30.07,60
154249,28,64,37.06,60
114839,60,67,32.99,60
102651,27,63,10.05,60
35572,26,69,28.38,60
56016,22,80,49.29,60
112599,30,67,15.97,60
91507,30,38,24.63,60
79515,40,60,45.42,60
109400,46,76,48.99,60
101010,25,87,12.57,60
63670,54,67,13.23,60
106306,30,72,46.03,60
71468,35,70,10.34,60
47718,30,57,39.58,60
11673,36,69,5.74,60
68845,24,69,34.32,60
143298,27,43,8.82,60
58915,42,65,47.12,60
23036,38,57,56.03,60
4767,72,74,53.38,60
102997,29,53,31.68,60
135172,68,72,56.57,60
153037,56,70,17.98,60
5991,28,79,16.36,60
46743,66,70,42.14,60
93380,37,67,26.43,60
51084,32,57,52.43,60
131731,45,71,40.51,60
12369,36,70,12.96,60
119542,50,77,37.07,60
70395,33,66,2.27,60
124392,48,56,26.24,60
86680,34,70,27.14,60
12536,30,74,55.56,60
27933,38,77,57.32,60
112377,28,39,52.78,60
2813,37,89,33.26,60
136986,27,53,35.19,60
113335,30,77,47.73,60
128840,32,54,38.36,60
113569,58,86,53.32,60
144408,35,72,21.97,60
103970,30,80,44.23,60
26328,37,47,12.71,60
146008,38,50,50.03,60
150930,27,70,35.04,60
118818,25,69,44.74,60
138211,62,79,16.38,60
119186,24,71,19.8,60
72575,29,70,38.77,60
154610,21,68,9.14,60
27653,38,76,28.88,60
42002,39,74,48.07,60
65133,53,86,16.29,60
3865,78,82,49.63,60
44476,33,58,51,60
92011,28,70,58.72,60
2665,55,74,47.14,60
140994,32,72,47.04,60
142566,32,78,28.25,60
135954,52,60,24.14,60
16086,32,93,22.22,60
60156,41,87,29.87,60
85571,54,66,35.5,60
49376,34,44,12.6,60
125876,22,61,33.12,60
76310,38,64,34.67,60
146221,34,71,49.8,60
114642,30,64,40,60
131156,41,64,49.07,60
96253,32,82,44.41,60
232,36,72,25.76,60
106731,48,64,13.38,60
38522,39,63,30.76,60
116540,35,82,38.89,60
85591,36,69,55.6,60
31628,36,84,44.16,60
44023,56,72,33.65,60
5827,26,66,9.27,60
12853,49,60,34.68,60
16130,56,64,37.22,60
68438,38,63,21.52,60
78201,46,53,47.9,60
38415,34,73,57.47,60
88143,40,70,18.38,60
77015,29,60,17.05,60
149975,34,58,50.33,60
24491,46,77,56.68,60
