ID,IN,OUT,soc,cap
46850,34,42,51.16,60
89315,30,63,38.13,60
118570,54,65,31.22,60
112606,51,66,6.03,60
46820,32,71,53.66,60
76773,30,70,55.64,60
30308,21,66,49.07,60
37316,40,86,28.85,60
101390,32,53,42.37,60
98267,24,38,32.3,60
10212,34,61,26.96,60
103608,51,84,25.26,60
45785,53,91,27.64,60
33683,28,71,12.91,60
143952,32,59,38.53,60
35683,53,89,28.63,60
108489,28,75,13.97,60
48956,34,66,16.61,60
50879,32,72,12.29,60
128034,38,52,26.17,60
60857,71,80,22.09,60
48983,34,76,49.64,60
108774,28,69,30.23,60
148619,23,77,38.77,60
70973,37,75,27.38,60
94393,29,76,35.35,60
40259,27,77,28.36,60
19931,32,38,33.79,60
114627,35,76,11.44,60
138850,32,71,53.48,60
136197,44,68,15.8,60
94869,32,68,43.31,60
154779,29,63,59.19,60
70361,27,45,54.74,60
76239,30,80,52.11,60
46920,60,90,58.88,60
97065,45,57,49.09,60
53073,38,89,48.88,60
18978,30,80,54.56,60
71224,32,35,50.29,60
66757,30,73,32.64,60
141512,27,69,25.84,60
110757,53,57,57.34,60
117801,32,48,38.08,60
40058,66,81,15.02,60
43071,61,76,35.2,60
26622,22,61,11.55,60
66517,28,75,56.16,60
95949,40,48,48.79,60
66163,32,80,51.25,60
104270,28,73,27.86,60
151761,25,70,12.39,60
11747,34,64,26.24,60
120588,30,40,33.6,60
25430,43,49,48.85,60
53350,39,50,21.49,60
108835,32,66,47.85,60
78576,36,40,46.45,60
46407,36,56,13.66,60
59013,30,68,12.7,60
58466,28,85,37.83,60
95665,32,67,25.36,60
122760,44,80,49.97,60
105283,31,41,23.56,60
153785,41,56,11.19,60
154913,23,63,20.95,60
140820,26,90,3.7,60
91986,31,83,43.46,60
140017,30,44,53.54,60
82256,27,83,34.7,60
61176,28,76,13.57,60
99615,36,47,50.32,60
147098,22,70,15.23,60
1620,48,70,38.51,60
52227,50,62,51.26,60
140703,41,50,34.62,60
37289,40,45,38.66,60
45890,32,68,45.02,60
82996,34,87,10.06,60
63427,32,42,14.26,60
24210,45,82,20.97,60
99770,37,72,15.28,60
76709,35,70,15.6,60
62237,29,75,52.9,60
21747,26,78,21.76,60
116473,38,81,39.91,60
65230,28,77,41.14,60
79690,24,71,14.51,60
6925,41,69,52.71,60
79491,18,61,30.32,60
85220,31,73,54.08,60
27805,64,66,55.83,60
147987,44,61,46.39,60
149204,31,66,43.21,60
28665,62,84,36.95,60
147729,29,69,13.3,60
75394,28,79,51.76,60
47004,38,75,40.92,60
41567,28,67,31.64,60
23312,33,73,47.42,60
113199,28,68,45.24,60
26180,28,70,32.02,60
77854,30,32,52.24,60
54572,57,75,33.27,60
125104,36,73,44.4,60
5740,27,85,45.01,60
110318,36,61,13.69,60
118482,34,43,45.46,60
99456,31,69,47.98,60
120451,29,66,9.89,60
17439,24,31,27.89,60
40158,34,79,39.93,60
92859,54,94,36.23,60
58634,41,85,45.52,60
135048,33,74,14.25,60
147840,69,88,18.43,60
59161,59,81,48.16,60
93567,31,67,8.67,60
23209,37,81,32.58,60
108616,28,65,27.62,60
62553,38,46,24.86,60
5803,75,85,39.78,60
5329,70,88,14.38,60
143703,30,51,22.78,60
16843,32,83,42.54,60
79788,47,83,47.14,60
46229,37,77,18.05,60
106197,34,73,45.47,60
70821,27,63,21.79,60
148602,75,82,50.57,60
33169,27,71,3.48,60
30699,26,50,31.6,60
47500,35,50,25.92,60
74650,42,56,16.26,60
106951,35,65,11.47,60
151382,34,70,10.73,60
148777,40,46,41.66,60
51693,36,91,20.78,60
101705,23,83,19.96,60
66194,37,78,27.03,60
46555,32,70,39.61,60
205,29,78,25.56,60
64497,29,64,53.34,60
16046,40,60,32.01,60
64919,32,78,21.36,60
146599,30,91,57.64,60
36047,40,68,25.82,60
25580,52,66,47.09,60
98232,40,78,49.51,60
79272,44,50,47.16,60
27669,48,85,56.06,60
18121,32,65,15.81,60
38453,33,45,48.31,60
120088,34,60,31.98,60
121854,31,74,28.6,60
104053,44,63,38.87,60
96570,24,50,12.69,60
17016,31,80,18.36,60
149723,36,56,16.13,60
75205,31,66,53.76,60
140066,36,77,28.37,60
71228,35,74,44.37,60
95768,44,80,12.12,60
114968,28,41,34.08,60
146068,40,58,53.92,60
46582,30,76,15.66,60
83011,43,61,33.15,60
43434,42,85,36.59,60
118342,28,68,29.61,60
79802,50,59,46.61,60
62465,46,65,42.1,60
117253,42,54,51.47,60
150171,52,77,26.73,60
147057,35,77,19.48,60
58137,31,78,27.92,60
49342,32,90,36.47,60
148841,33,38,55.82,60
86729,28,70,41.46,60
36426,29,68,28.51,60
14986,30,86,31.35,60
64324,46,90,11.33,60
4036,26,72,41.28,60
20645,70,83,49.57,60
144116,30,74,47.46,60
57181,35,49,57.8,60
150171,52,77,22.97,60
8510,48,73,17.06,60
34326,26,35,23.06,60
121000,44,65,42.68,60
3476,47,81,11.6,60
85830,35,74,10.06,60
147305,42,58,42.99,60
4472,37,67,20.45,60
154405,44,66,32.99,60
6185,30,84,15.87,60
121126,32,75,43.93,60
42916,38,78,16.06,60
63719,27,88,46.09,60
101995,27,78,37.88,60
120743,27,84,54.38,60
52093,45,66,53.76,60
89395,34,80,35.94,60
139038,52,68,41.69,60
120580,43,88,15.49,60
12012,26,68,29.03,60
38318,34,63,32.73,60
131091,53,62,48.71,60
109854,56,82,50.71,60
145927,40,68,45.03,60
45164,28,78,41.8,60
51175,18,51,45.03,60
19046,36,68,10.96,60
101727,40,69,29.93,60
151163,34,66,50.96,60
47774,38,61,49.79,60
80555,46,54,30.28,60
19603,29,67,49.65,60
74183,27,81,3.87,60
36187,63,74,49.03,60
55800,31,67,33.2,60
138343,44,71,47.8,60
60197,47,73,18.73,60
58041,56,67,23.76,60
22791,27,70,29.91,60
100395,38,78,18.1,60
111417,64,87,42.78,60
34962,31,74,40.9,60
5087,36,73,18.37,60
35963,48,69,18.39,60
134843,54,68,25.15,60
45296,33,67,17.9,60
81024,30,76,12.1,60
51833,42,53,23.85,60
4996,28,52,44.9,60
116375,27,58,21.24,60
77493,28,80,14.2,60
140401,24,80,56.9,60
10953,59,63,40.04,60
145732,33,79,21.94,60
99703,30,73,33.21,60
144814,42,54,51.52,60
73244,60,73,18.41,60
133640,28,32,53.36,60
69484,46,74,14.47,60
80606,37,95,17.51,60
136999,22,71,26.38,60
9302,28,83,20.02,60
58362,42,48,58.27,60
77401,24,71,18.75,60
145208,32,61,53.5,60
4485,42,62,19,60
154532,30,71,36.62,60
125213,30,72,9.9,60
104559,32,78,40.98,60
59921,44,74,30.21,60
79195,26,67,11.71,60
7785,27,64,55.95,60
72339,38,72,42.3,60
43727,30,83,45.58,60
129260,48,69,21.07,60
39239,54,85,11.63,60
69732,61,74,18.66,60
120184,48,60,30.78,60
108550,40,55,43.45,60
132800,35,77,20.19,60
34759,64,70,30.93,60
37038,32,77,33.83,60
146884,52,73,43.87,60
149461,28,78,37.66,60
37751,59,72,39.96,60
117119,48,53,42.92,60
63030,22,58,55.24,60
24010,20,82,50.14,60
42834,50,86,18.93,60
37413,33,75,16.46,60
21907,28,70,17.65,60
31117,26,52,47.04,60
133260,34,69,47.37,60
40585,31,85,38.28,60
65899,54,69,11.06,60
148028,44,55,27.96,60
8223,24,64,14.66,60
57528,32,80,13.88,60
117330,33,69,48.59,60
47565,30,69,36.38,60
72612,26,68,13.64,60
3716,30,66,13.06,60
41328,52,64,28.55,60
136230,45,81,55.32,60
62136,24,63,50.69,60
133578,25,68,26.92,60
74961,37,49,38.27,60
19395,35,86,18.25,60
11623,56,64,56.14,60
66035,32,81,13.72,60
115581,59,61,55.3,60
143328,21,80,39.37,60
24803,33,79,49.73,60
13019,40,52,26.72,60
127529,55,69,43.9,60
31241,30,79,39.96,60
41877,41,48,28.02,60
25497,27,76,22.32,60
10304,25,63,16.38,60
6850,37,76,45.67,60
101023,40,50,31.29,60
92006,34,70,41.84,60
41253,38,61,57.36,60
125585,31,89,39.71,60
89232,29,83,37.55,60
136838,32,82,14.62,60
53599,38,77,54.05,60
40883,29,87,12.1,60
106904,34,77,30.51,60
13694,29,78,51.3,60
145834,29,91,31.12,60
134432,26,81,13.58,60
37326,58,69,28.8,60
37050,52,88,45.14,60
114615,40,81,20.93,60
109949,31,78,33.69,60
8808,72,89,43.78,60
122282,32,79,13.15,60
63022,40,62,43.84,60
145068,23,69,42.31,60
34721,32,42,17.64,60
70653,28,66,32.42,60
26187,28,58,7.02,60
150295,32,71,49.7,60
120580,43,88,12.54,60
68478,42,58,38.87,60
69309,36,78,45.46,60
216,44,49,54.89,60
68335,31,59,41.02,60
132831,40,57,17.41,60
107199,36,66,30.35,60
133854,39,44,42.07,60
149702,38,50,33.96,60
21866,47,52,45.55,60
55009,32,92,41.12,60
65749,35,60,56.04,60
106583,32,43,33.77,60
44315,31,68,41.44,60
28045,50,66,29.43,60
103813,31,88,11.9,60
34987,51,70,56.89,60
131164,26,84,33.52,60
51683,66,70,59.53,60
16976,24,54,27.08,60
91622,74,82,21.76,60
117396,35,78,26.92,60
129978,52,55,49.76,60
88570,22,51,31.29,60
81918,24,92,27.21,60
116230,32,65,45.78,60
136334,30,88,4.92,60
100090,35,71,22.31,60
10598,29,71,11.94,60
140942,32,63,40.89,60
151307,40,66,33.76,60
51086,29,84,22.89,60
56619,25,78,11.41,60
60367,42,76,46.49,60
83835,28,85,32.94,60
80528,56,61,55.66,60
69827,48,67,39.29,60
34126,44,70,13.81,60
147719,33,52,35.45,60
62751,55,61,49.94,60
43652,21,69,22.98,60
109700,27,65,56.29,60
116030,74,95,50.25,60
11053,16,72,29.41,60
23956,32,74,10.75,60
145547,29,67,15.55,60
2447,48,82,37.09,60
104948,57,62,52.94,60
80561,53,74,20.17,60
14130,34,80,42.56,60
144586,38,49,38.52,60
63174,28,76,12.37,60
74330,32,69,33.16,60
63196,26,88,12.62,60
66155,43,57,41.68,60
108729,27,70,11.27,60
45745,38,48,18.78,60
39626,42,57,20.61,60
110559,35,48,34.23,60
55093,30,73,29.93,60
57818,38,86,14.02,60
377,24,74,41.49,60
65459,45,80,36.52,60
80397,36,82,32.1,60
110116,24,67,34.12,60
55223,30,80,48.65,60
115792,28,71,22.3,60
33145,28,73,11.4,60
91719,46,58,25.79,60
116215,41,52,12.28,60
52044,64,85,45.64,60
60231,27,65,22.7,60
107330,50,71,14.16,60
124596,32,60,47.38,60
124837,32,65,50.74,60
93531,34,67,30.8,60
97737,28,51,35.47,60
103324,55,72,11.32,60
55055,42,69,56.43,60
77755,34,80,19.64,60
122735,33,73,30.66,60
66783,34,95,32.89,60
33167,30,68,14.67,60
122098,28,50,52.53,60
103046,31,78,44.56,60
107120,52,65,45.05,60
128652,25,76,29.88,60
50383,19,77,46.69,60
89594,29,75,51.05,60
135430,34,57,21.69,60
134071,36,45,41.55,60
26662,54,77,17.28,60
145366,68,75,37.41,60
148638,34,50,13.42,60
126291,24,86,24.32,60
57742,33,69,39.13,60
27315,34,41,51.79,60
55452,26,86,50.61,60
123426,64,76,38.38,60
101670,44,81,38.11,60
64202,24,66,18.6,60
10289,30,70,12.08,60
132807,36,88,26.16,60
17685,51,63,56.03,60
110756,24,71,13.72,60
83225,30,71,15.2,60
370,48,93,56.62,60
95230,35,73,25.05,60
148136,60,71,33.38,60
127586,39,46,55.92,60
74890,17,90,49.49,60
137328,29,78,18.57,60
122501,25,64,8.86,60
86818,24,86,17.11,60
126298,38,88,13.57,60
115105,84,91,47.59,60
108091,62,80,41.61,60
94170,46,55,30.11,60
119582,34,50,35.61,60
20692,29,61,40.5,60
142223,27,65,21.53,60
88521,32,92,43.74,60
20397,24,74,26.35,60
129624,32,52,17.12,60
64094,60,72,56.28,60
54983,46,73,30.74,60
350,20,84,43.01,60
55381,30,86,18.11,60
97241,33,84,50.89,60
99058,31,76,15.1,60
127440,61,71,37.64,60
55280,62,79,21.08,60
118935,30,78,14.72,60
62594,28,68,47.94,60
71916,32,82,39.59,60
28410,32,70,18.98,60
133154,24,73,31.87,60
75741,40,80,31.43,60
23113,40,45,57.35,60
40308,44,85,13.18,60
51819,49,52,55.83,60
10053,58,67,51.49,60
37071,48,83,49.22,60
62700,38,80,40.17,60
62065,38,53,55.61,60
49002,34,43,26.54,60
92271,27,95,50.07,60
84940,26,80,54.94,60
81098,54,70,38.38,60
12221,38,81,50.58,60
144427,36,67,10.5,60
45210,29,72,45.45,60
115397,44,52,40.68,60
37468,27,74,8.02,60
33143,42,48,36.9,60
72211,39,50,17.66,60
96764,50,83,22.73,60
46806,26,40,19.33,60
92760,22,85,17.73,60
18549,46,68,32.92,60
67929,48,66,17.81,60
152978,19,76,52.78,60
10230,28,66,36.69,60
92212,66,73,48.16,60
25327,52,79,44.49,60
37780,38,66,10.28,60
19400,26,82,12.84,60
146869,22,78,15.44,60
20643,30,70,13.73,60
26516,38,63,45.89,60
13069,30,82,30.54,60
38699,42,81,37.89,60
55549,53,95,55.14,60
126239,28,66,48.65,60
12851,24,67,53.59,60
95972,62,70,46.81,60
143606,22,79,20.28,60
124193,33,52,31.35,60
87673,46,83,54,60
42770,31,73,24.65,60
15207,68,73,45.61,60
100575,36,70,47.59,60
148126,35,68,53.47,60
26482,48,54,45.18,60
26379,29,74,19.64,60
146719,50,88,31.57,60
89362,29,55,12.24,60
95924,32,55,41.12,60
27976,29,81,34.97,60
120883,42,59,52.63,60
155007,48,65,32.4,60
21238,34,70,32.2,60
47401,32,67,27.81,60
122940,34,70,34.67,60
28485,30,78,30.98,60
78918,34,58,46.11,60
60664,33,73,41.45,60
90017,24,73,55.27,60
44041,32,69,31.72,60
140580,49,77,17.46,60
121595,38,52,40.51,60
38388,31,61,48.89,60
120432,32,62,54.02,60
7029,38,84,37.48,60
102914,27,66,11.29,60
63213,46,75,53.75,60
51550,28,69,52.76,60
130348,22,68,36.32,60
17477,35,50,33.61,60
32680,34,76,12.6,60
20449,28,67,23.71,60
9104,36,51,30.58,60
70446,54,90,47.18,60
108708,38,70,55.98,60
54260,24,73,50.79,60
100868,38,60,56.5,60
139552,36,62,26.53,60
42113,31,62,26.53,60
69094,52,58,34.16,60
20156,52,95,13.94,60
41438,51,60,51,60
87671,31,71,54.31,60
14862,40,59,13.12,60
48331,30,74,27.04,60
51871,56,60,44.27,60
33448,34,44,12.36,60
87735,46,60,30.36,60
116561,26,68,13.21,60
23731,26,59,19.3,60
86581,33,81,29.97,60
153262,32,57,28.98,60
99029,32,67,55.63,60
92741,48,82,31.65,60
4806,34,72,30.73,60
110773,38,76,26.23,60
74110,27,81,20.73,60
142721,46,58,21.97,60
23639,29,81,17.71,60
63069,30,62,54,60
71727,38,47,29.27,60
126201,40,75,29.53,60
47958,48,60,14.91,60
119483,34,73,35.21,60
139767,37,48,11.23,60
124895,29,81,57.43,60
128621,33,50,28.57,60
153336,36,45,54.16,60
77109,50,71,19.9,60
67717,39,61,32.81,60
52325,36,84,11.35,60
82938,24,33,25.57,60
153641,46,57,21.27,60
94827,36,70,26.15,60
108995,63,80,15.2,60
107029,19,67,34.58,60
77600,59,81,29.06,60
9733,42,49,28.86,60
43882,23,54,55.46,60
131616,18,84,41.06,60
144556,40,55,41.29,60
60087,28,68,27.96,60
48909,57,93,57.87,60
82970,46,83,18.79,60
15037,44,93,53.96,60
30975,51,78,30.83,60
22067,64,95,29.82,60
148925,45,82,51,60
120669,38,51,15.2,60
47722,46,73,43.23,60
84668,64,80,44.91,60
53417,40,88,24.95,60
89709,26,66,23.85,60
63369,52,93,15.32,60
99977,32,59,11.01,60
84322,26,28,50.96,60
139660,40,74,42.23,60
84265,48,84,47.76,60
119504,31,71,33.82,60
37479,34,73,42.45,60
96150,20,69,36.8,60
137529,38,69,24.04,60
130958,40,65,11.24,60
67882,68,88,16.35,60
122287,30,69,36.94,60
42885,28,72,26.44,60
142017,29,70,46.21,60
146910,34,82,33.47,60
128009,34,80,21.95,60
8602,26,67,36.12,60
125348,39,59,18.67,60
126255,33,71,38.11,60
106855,19,67,57.01,60
31912,24,81,43.4,60
50754,35,75,35.42,60
98896,56,66,43.56,60
87130,28,79,43.52,60
69075,30,77,26.8,60
70559,39,75,33.91,60
147546,32,69,52.71,60
134865,47,66,55.03,60
2621,33,87,27.32,60
115814,36,59,53.83,60
71029,55,94,18.67,60
140872,52,62,53.09,60
19453,29,81,17.35,60
48379,26,71,37.96,60
25765,20,74,42.55,60
66772,34,62,55.47,60
125144,46,74,58.75,60
109216,23,81,12.36,60
48464,44,51,40.2,60
11931,22,65,27.47,60
135921,40,48,25.98,60
32157,43,53,13.93,60
8414,64,75,11.58,60
91161,33,70,44.77,60
31290,35,64,54.21,60
80315,47,73,49.29,60
137372,26,62,16.84,60
112601,36,71,53.28,60
33361,33,71,17.59,60
103215,66,84,27.32,60
38619,45,64,39.81,60
6011,31,61,11.33,60
144869,27,81,12.98,60
40832,34,51,33.45,60
135228,70,82,25.52,60
91437,29,67,50.5,60
22564,46,62,20.05,60
68373,32,80,56.84,60
129259,52,56,43.39,60
129191,30,71,43.29,60
39446,46,74,27.41,60
26318,60,75,11.12,60
137038,50,88,13.77,60
40181,31,72,43.31,60
127242,44,53,28.99,60
137165,34,63,17.72,60
125228,23,58,26.79,60
28635,27,60,30.51,60
97760,25,74,20.73,60
117071,40,45,37.97,60
62741,34,88,29.56,60
110731,26,83,55.74,60
94284,79,83,51.27,60
27127,40,56,20.64,60
36942,68,76,22.23,60
34462,82,89,41.64,60
10966,40,68,46.43,60
8957,25,57,4.31,60
52040,41,48,32.38,60
27291,33,55,34.68,60
18815,35,80,44.8,60
21326,50,83,51.28,60
143817,34,74,50.67,60
69510,22,59,14.88,60
24970,60,75,34.47,60
81623,38,68,44.6,60
71687,22,67,36.38,60
13848,54,74,35.15,60
35935,23,80,16.29,60
54215,31,65,55.15,60
109166,29,82,18.16,60
18536,24,66,43.88,60
99901,32,88,23.08,60
134685,32,52,33.97,60
40114,38,78,18.66,60
113495,30,91,57.4,60
84319,22,48,28.45,60
53563,22,61,35.8,60
139283,26,77,47.98,60
3055,58,64,43.51,60
22804,31,82,34.2,60
96134,31,65,43.55,60
112323,31,60,57.85,60
60176,29,67,43.46,60
83626,39,87,44.38,60
71279,25,67,57.01,60
9852,30,73,14.36,60
19008,36,77,44.2,60
122354,55,61,36.73,60
114325,44,74,41.26,60
44870,34,81,54.89,60
92748,28,63,58.16,60
39644,32,80,50.58,60
44710,30,79,20.9,60
140091,34,73,28.36,60
41200,44,90,24.83,60
85130,40,77,38.61,60
53015,33,77,17.76,60
147114,36,53,50.49,60
20899,27,69,39.76,60
15605,52,59,46.27,60
121660,29,74,28.13,60
84131,31,68,39.38,60
67073,28,68,16.27,60
77784,56,64,35.79,60
140242,33,63,26.46,60
121695,32,78,31.6,60
66195,46,68,15.87,60
55100,28,70,9.69,60
96213,38,50,22.98,60
65418,30,34,55.31,60
138037,22,38,46.33,60
65761,56,68,35.42,60
19327,23,71,11.65,60
54363,32,72,49.87,60
56194,29,89,29.61,60
148370,24,80,7.69,60
92053,45,95,30.21,60
26579,39,75,21.85,60
75837,36,52,49.89,60
146919,71,83,24.6,60
21020,44,55,41.43,60
82780,48,84,11.89,60
63323,67,75,53.21,60
15688,39,73,13.64,60
86558,57,88,54.32,60
109044,71,88,26.55,60
11940,40,50,54.76,60
55021,34,82,39.27,60
154665,36,41,53.36,60
135536,30,78,46.15,60
125321,35,65,12.91,60
105451,69,82,51.6,60
3486,40,56,48.33,60
5831,32,54,14.73,60
28318,23,57,48.27,60
38020,24,65,51.14,60
128299,21,66,22.1,60
74111,54,81,39.09,60
103224,56,77,2.77,60
150079,33,78,12.7,60
110406,64,73,44.92,60
104637,31,60,43.94,60
120044,36,53,42.38,60
109065,41,60,16.7,60
85704,32,82,24.42,60
119502,61,76,52.01,60
24052,35,72,19,60
14180,16,63,8.32,60
13637,54,76,40.5,60
51344,71,78,55.94,60
35636,33,38,53.05,60
103091,51,88,32.11,60
1123,43,49,42.41,60
151042,32,64,27.76,60
1927,34,65,35.69,60
103563,43,67,55.19,60
116596,40,85,44.96,60
60872,38,78,37.03,60
7972,40,44,41.21,60
16698,39,69,26.55,60
107848,58,78,38.77,60
154306,44,72,26,60
12271,32,73,13.05,60
63151,20,74,29,60
36535,47,66,27.57,60
9750,47,62,27.87,60
109500,58,83,50.67,60
35881,28,73,16.94,60
154922,39,83,43.91,60
96552,30,72,16.72,60
138798,32,61,47.93,60
64574,64,82,51.16,60
7674,19,78,30.5,60
87498,62,86,13.23,60
99634,42,61,34.79,60
80116,60,87,23.17,60
74043,34,67,47.67,60
132579,35,57,20.49,60
80044,41,69,43.2,60
122171,57,61,53.34,60
14087,41,61,39.5,60
61389,36,48,47.82,60
66280,34,66,42.38,60
91027,29,57,39.96,60
63008,38,76,43.81,60
77160,42,57,32.96,60
26033,37,39,54.96,60
149009,30,70,42.79,60
15540,44,53,36.99,60
74944,64,74,25,60
137009,39,69,54.77,60
184,26,53,10.16,60
107849,30,74,43.46,60
58398,27,73,25.03,60
201,46,59,14.44,60
39638,40,42,53.81,60
147883,28,74,46.92,60
33482,52,61,34.1,60
29398,30,52,39,60
110661,31,50,15.55,60
117273,44,54,51.47,60
88596,22,64,47.32,60
149138,30,72,53.01,60
125158,40,79,29.46,60
109855,54,77,43.45,60
147965,44,47,56.45,60
70445,25,89,16.99,60
98648,32,66,46.81,60
146072,55,76,39.05,60
115847,40,74,48.36,60
107459,38,65,44.76,60
63762,47,53,39.68,60
63682,36,94,57.68,60
77894,30,82,54.95,60
39093,24,80,34.46,60
135533,55,78,35.14,60
101683,34,62,17.01,60
53762,42,83,19.07,60
84104,23,73,38.57,60
92362,46,71,25.22,60
65340,56,94,11.45,60
126999,37,88,8.62,60
54869,32,69,45.75,60
25550,34,75,38.33,60
61279,42,66,48.94,60
30270,28,60,35.66,60
138665,40,68,17.82,60
84403,50,75,49.4,60
133951,35,60,29.61,60
43682,50,76,18.05,60
12680,46,77,23.45,60
79861,36,49,30.39,60
77761,30,74,53.98,60
142610,39,77,33.22,60
12794,23,70,33.15,60
82817,54,95,34.48,60
53857,32,68,17.98,60
16957,23,45,50.42,60
119621,46,81,37.38,60
60782,36,87,18.66,60
113154,20,72,13.03,60
134887,29,72,42.69,60
96941,30,65,48.67,60
15774,33,69,16.54,60
51493,25,69,49.68,60
107231,50,79,44.85,60
50047,58,75,45.84,60
6337,23,81,10.98,60
26320,32,74,5.16,60
52652,30,71,33.72,60
5840,39,68,21.53,60
19347,36,71,57.68,60
151890,62,77,53.12,60
137483,46,66,34.45,60
13451,36,68,27.14,60
108542,30,81,38.16,60
27289,31,75,53.02,60
83450,29,79,53.9,60
124357,32,54,31.68,60
6432,32,74,15.48,60
130144,50,83,9.16,60
1,40,62,14.06,60
72627,33,71,45.05,60
132201,39,72,38.65,60
14794,40,64,26.62,60
41326,53,62,50.39,60
18014,24,67,25.72,60
99454,44,66,19.25,60
23967,34,59,19.91,60
29772,31,73,12.98,60
148951,44,55,34.41,60
55433,63,66,51.82,60
68066,62,75,24.53,60
8245,42,56,35.47,60
118883,26,66,51.27,60
130968,34,58,44.27,60
17741,36,72,58.53,60
5919,34,92,33.11,60
120942,51,63,12.06,60
132494,35,73,29.56,60
35773,57,60,55.34,60
90178,29,81,41.07,60
18079,39,84,54.38,60
41219,34,39,45.56,60
119178,33,87,31.42,60
59974,32,92,22.97,60
45350,51,70,40.65,60
79897,34,69,51.22,60
154030,28,76,41.18,60
167,40,65,44.07,60
53218,52,58,43.4,60
87481,36,38,54.82,60
129821,32,40,31.16,60
108420,28,76,47.68,60
61093,36,61,22.8,60
55043,22,88,25.02,60
2950,42,49,58.46,60
71188,30,67,44.6,60
121790,29,90,49.02,60
61350,24,66,8.13,60
148765,44,78,49.21,60
39628,32,80,54.72,60
85514,35,78,25.8,60
136876,27,75,39.9,60
135438,33,64,54.44,60
140451,36,74,27.89,60
22535,41,74,46.37,60
140742,31,64,57.95,60
105871,38,51,16.06,60
130379,28,66,27.29,60
75353,30,56,33.59,60
38758,29,92,22.31,60
69313,22,78,41.21,60
84416,33,62,49.8,60
87877,23,71,31.74,60
139221,29,60,43.73,60
153159,38,51,43.29,60
13700,26,72,26.8,60
133501,35,76,26.79,60
47914,69,75,32.61,60
15827,34,73,39.77,60
3389,54,66,28.93,60
39129,36,74,34.72,60
132331,45,63,40.41,60
62195,31,70,55.64,60
117157,36,66,24.83,60
103194,28,82,10.27,60
11211,29,45,53.99,60
124741,29,86,48.84,60
34947,32,69,31.36,60
128773,65,76,50.27,60
64964,31,65,34.02,60
119126,60,88,53.38,60
20603,44,77,6.6,60
130365,44,58,43.56,60
81348,26,73,30.6,60
44315,31,68,36.76,60
10420,75,95,34.08,60
28177,20,66,18.12,60
61402,28,68,32.15,60
7553,48,81,38.88,60
65164,41,63,19.76,60
1029,26,80,37.77,60
36780,26,70,25.07,60
144073,43,81,32.9,60
93644,38,63,55.37,60
140550,44,62,34.68,60
139758,30,83,12.25,60
102244,25,32,55.89,60
23381,29,38,36.55,60
75909,73,83,25.29,60
12442,33,73,57.18,60
122581,38,67,53.44,60
115066,29,54,50.15,60
134938,46,59,52.67,60
424,42,80,22.54,60
145922,27,68,18.88,60
31555,45,67,50.47,60
136006,33,62,53.31,60
118305,27,74,33.84,60
98237,24,86,12.78,60
64376,24,71,16.46,60
120826,31,61,25.49,60
30972,54,72,30.2,60
57380,24,72,40.75,60
19525,48,64,23.25,60
50477,29,69,18.45,60
47972,31,89,54.31,60
130085,30,72,9.2,60
127336,31,82,23.66,60
134092,38,82,17.38,60
96230,19,24,44.97,60
132609,36,50,38.38,60
77611,39,67,53.31,60
124920,40,90,48.19,60
139748,32,49,36.13,60
98776,33,48,32.16,60
141499,40,49,39.04,60
15776,32,72,56.66,60
129099,18,46,48.88,60
105454,48,91,46.89,60
81322,28,66,44.58,60
143128,36,73,36.43,60
101369,28,71,30.88,60
152610,71,78,45.62,60
99893,26,65,14.2,60
26819,33,81,52.3,60
60912,27,84,11.99,60
86478,35,55,15.63,60
46802,29,70,55.69,60
90439,27,70,23.19,60
42341,24,72,50.69,60
28365,27,78,29.93,60
71238,29,71,46.69,60
92964,42,61,42.56,60
94202,35,48,27.57,60
61319,34,76,51.55,60
5339,31,69,12.65,60
138895,36,66,47.82,60
50391,35,48,32.42,60
62133,22,64,22.96,60
49097,36,41,39.24,60
38172,34,67,28.17,60
87390,30,70,38.63,60
98167,28,76,10.99,60
21256,32,88,17.27,60
115000,58,95,13.08,60
467,35,76,58.05,60
152330,39,78,51.32,60
39774,68,77,28.42,60
98128,28,74,23.9,60
126299,46,67,58.99,60
55031,36,46,32.1,60
30576,33,52,34.16,60
63551,19,76,51.36,60
12268,28,79,31.49,60
83436,25,93,10.79,60
47347,30,72,16.51,60
47305,48,56,27.29,60
143037,51,89,51.56,60
142468,52,69,36.36,60
74500,38,59,50.82,60
69142,36,45,58.9,60
60809,28,68,17.91,60
29769,22,68,25.25,60
94693,29,77,11.18,60
40931,55,71,23.97,60
59312,38,74,52.45,60
82350,29,88,19.23,60
100164,32,71,57.45,60
83394,32,78,18.08,60
60688,46,67,55.55,60
154879,34,77,31.73,60
96446,49,95,31.67,60
126080,65,80,43.77,60
32640,34,75,53.03,60
114448,25,73,38.37,60
100582,35,69,15.07,60
35584,39,52,38.67,60
11964,26,71,33.98,60
64279,30,71,27.87,60
87806,40,74,33.53,60
48145,29,70,47.09,60
104847,34,93,27.24,60
56490,35,72,22.59,60
20800,26,74,22.8,60
3895,37,48,30.99,60
128049,33,70,7.12,60
78774,20,70,45.73,60
8284,31,61,9.33,60
46526,40,79,25.73,60
128061,43,69,58.39,60
22837,36,78,34.54,60
123958,40,73,43.27,60
117827,55,91,38.96,60
104891,31,76,41.52,60
